Received,Device Name,Type,DevAddr,MAC,U/L RSSI,U/L SNR,FCnt,Datarate,ACK,Port,Frequency,MAC Command,Data
2025-08-19 10:24:25,WISE-2410-VibTest,Confirmed_Up,FFB1FA66,0016C001F1DE40D9,-88,2.8,18262,SF7BW125,false,1,923.4,,81563A500807000000127A00005423E20700002F0054003C0000002800C5008C0000001A007100500003000000008FE0A36860091B0002DA0D8FE0A368CD
2025-08-19 10:23:27,WISE-2410-VibTest,Unconfirmed_Down,FFB1FA66,0016C001F1DE40D9,,,4084,SF7BW125,true,0,922.8,,
2025-08-19 10:23:26,WISE-2410-VibTest,Confirmed_Up,FFB1FA66,0016C001F1DE40D9,-86,0.8,18261,SF7BW125,false,1,922.8,,81553A500807000000957900005423E20700002C0059003F0000002D00CD00910000001B0072005100030000000053E0A36860091B0002DA0D54E0A368C0
2025-08-19 10:22:32,WISE-2410-VibTest,Unconfirmed_Down,FFB1FA66,0016C001F1DE40D9,,,4083,SF7BW125,true,0,923.4,,
2025-08-19 10:22:31,WISE-2410-VibTest,Confirmed_Up,FFB1FA66,0016C001F1DE40D9,-85,9.8,18260,SF7BW125,false,1,923.4,,81543A500807000000567900005423E20700002D0056003D0000002B00CD0091000000180073005200030000000017E0A36860091B0002DA0D18E0A3684B
2025-08-19 10:21:56,WISE-4610-S617,Unconfirmed_Down,FF5BDF2B,0016C001F1DE40D9,,,23126,SF10BW125,true,0,922.8,,
2025-08-19 10:21:55,WISE-4610-S617,Unconfirmed_Down,FF5BDF2B,0016C001F1DE40D9,,,23125,SF10BW125,true,0,922.6,,
2025-08-19 10:21:55,WISE-4610-S617,Confirmed_Up,FF5BDF2B,0016C001F1DE40D9,-95,3.2,38047,SF10BW125,false,1,922.8,,019F683D
2025-08-19 10:21:54,WISE-4610-S617,Confirmed_Up,FF5BDF2B,0016C001F1DE40D9,-93,1.5,38046,SF10BW125,false,1,922.6,,019E00600716023AC46BA4
2025-08-19 10:21:53,WISE-4610-S617,Unconfirmed_Down,FF5BDF2B,0016C001F1DE40D9,,,23124,SF10BW125,true,0,922,,
2025-08-19 10:21:52,WISE-4610-S617,Confirmed_Up,FF5BDF2B,0016C001F1DE40D9,-87,-7.5,38045,SF10BW125,false,1,922,,019D011100008304021100
2025-08-19 10:21:51,WISE-4610-S617,Unconfirmed_Down,FF5BDF2B,0016C001F1DE40D9,,,23123,SF10BW125,true,0,922,,
2025-08-19 10:21:50,WISE-4610-S617,Confirmed_Up,FF5BDF2B,0016C001F1DE40D9,-84,-16.2,38044,SF10BW125,false,1,922,,819C1B8304001100008304
2025-08-19 10:21:26,WISE-2410-VibTest,Unconfirmed_Down,FFB1FA66,0016C001F1DE40D9,,,4082,SF7BW125,true,0,922.6,,
2025-08-19 10:21:25,WISE-2410-VibTest,Confirmed_Up,FFB1FA66,0016C001F1DE40D9,-92,9,18259,SF7BW125,false,1,922.6,,81533A500807000000187900005423E20700002F0057003E0000002E00D200950000001900750053000300000000DBDFA36860091B0002DA0DDBDFA3689C
2025-08-19 10:20:27,WISE-2410-VibTest,Unconfirmed_Down,FFB1FA66,0016C001F1DE40D9,,,4081,SF7BW125,true,0,922.8,,
2025-08-19 10:20:26,WISE-2410-VibTest,Confirmed_Up,FFB1FA66,0016C001F1DE40D9,-83,-4,18258,SF7BW125,false,1,922.8,,81523A5008070000009B7800005423E20700002C0054003C0000002D00C3008A00000017007300520003000000009FDFA36860091B0002DA0DA0DFA368A0
2025-08-19 10:19:32,WISE-2410-VibTest,Unconfirmed_Down,FFB1FA66,0016C001F1DE40D9,,,4080,SF7BW125,true,0,922,,
2025-08-19 10:19:31,WISE-2410-VibTest,Confirmed_Up,FFB1FA66,0016C001F1DE40D9,-89,0.8,18257,SF7BW125,false,1,922,,81513A5008070000005C7800005423E207000030005A00400000002F00D100940000001C0073005200030000000063DFA36860091B0002DA0D64DFA368B5
2025-08-19 10:17:27,WISE-2410-VibTest,Unconfirmed_Down,FFB1FA66,0016C001F1DE40D9,,,4079,SF7BW125,true,0,923.4,,
2025-08-19 10:17:26,WISE-2410-VibTest,Confirmed_Up,FFB1FA66,0016C001F1DE40D9,-96,1.2,18255,SF7BW125,false,1,923.4,06FF05,814F3A500807000000627700005423E20700002D0056003D0000002C00CD00910000001900730052000300000000EBDEA36860091B0002DA0DECDEA368F7
2025-08-19 10:17:04,WISE-4610-S617,Unconfirmed_Down,FF5BDF2B,0016C001F1DE40D9,,,23122,SF10BW125,true,0,922.6,,
2025-08-19 10:17:03,WISE-4610-S617,Confirmed_Up,FF5BDF2B,0016C001F1DE40D9,-92,2.2,38043,SF10BW125,false,1,922.6,,019B6847
2025-08-19 10:16:32,WISE-2410-VibTest,Unconfirmed_Down,FFB1FA66,0016C001F1DE40D9,,,4078,SF7BW125,true,0,923.4,06,
2025-08-19 10:16:31,WISE-2410-VibTest,Confirmed_Up,FFB1FA66,0016C001F1DE40D9,-95,2.2,18254,SF7BW125,false,1,923.4,,814E3A500807000000247700005423E2070000320057003E0000002B00C8008E0000001700780055000300000000AFDEA36860091B0002DA0DB0DEA368AD
2025-08-19 10:15:31,VIS_CDA6,Unconfirmed_Down,FFA9010C,0016C001F1DE40D9,,,386,SF8BW125,true,0,923.4,,
2025-08-19 10:15:30,VIS_CDA6,Confirmed_Up,FFA9010C,0016C001F1DE40D9,-87,-7.8,1356,SF8BW125,false,1,923.4,06FF06,814C40500807000000B37400005429E217000031005E004300000000004500E0009F006F0400002A006E004E005B040300000000A005905C60091B0002DD0DA105905CA3
2025-08-19 10:14:32,WISE-2410-VibTest,Unconfirmed_Down,FFB1FA66,0016C001F1DE40D9,,,4077,SF7BW125,true,0,923.4,,
2025-08-19 10:14:31,WISE-2410-VibTest,Confirmed_Up,FFB1FA66,0016C001F1DE40D9,-93,-1,18252,SF7BW125,false,1,923.4,,814C3A500807000000687600005423E20700002E0053003B0000002C00C5008C000000170078005500030000000037DEA36860091B0002DA0D38DEA368C7
2025-08-19 10:13:27,WISE-2410-VibTest,Unconfirmed_Down,FFB1FA66,0016C001F1DE40D9,,,4076,SF7BW125,true,0,922.8,,
2025-08-19 10:13:26,WISE-2410-VibTest,Confirmed_Up,FFB1FA66,0016C001F1DE40D9,-83,-5,18251,SF7BW125,false,1,922.8,,814B3A500807000000EB7500005423E20700003A005D00420000002F00CA008F0000001700730052000300000000FBDDA36860091B0002DA0DFCDDA3685B
2025-08-19 10:11:32,WISE-4610-S617,Unconfirmed_Down,FF5BDF2B,0016C001F1DE40D9,,,23121,SF10BW125,true,0,922.8,,
2025-08-19 10:11:31,WISE-4610-S617,Unconfirmed_Down,FF5BDF2B,0016C001F1DE40D9,,,23120,SF10BW125,true,0,923.2,,
2025-08-19 10:11:31,WISE-4610-S617,Confirmed_Up,FF5BDF2B,0016C001F1DE40D9,-86,-7.5,38038,SF10BW125,false,1,922.8,,019600600716023A5B69A4
2025-08-19 10:11:30,WISE-4610-S617,Confirmed_Up,FF5BDF2B,0016C001F1DE40D9,-80,-19,38037,SF10BW125,false,1,923.2,,0195011100008304021100
2025-08-19 10:11:29,WISE-4610-S617,Unconfirmed_Down,FF5BDF2B,0016C001F1DE40D9,,,23119,SF10BW125,true,0,922.6,,
2025-08-19 10:11:28,WISE-4610-S617,Confirmed_Up,FF5BDF2B,0016C001F1DE40D9,-92,1,38036,SF10BW125,false,1,922.6,,81941B8304001100008304
2025-08-19 10:10:26,VIS_CDA6,Unconfirmed_Down,FFA9010C,0016C001F1DE40D9,,,385,SF8BW125,true,0,923.4,06,
2025-08-19 10:10:25,VIS_CDA6,Confirmed_Up,FFA9010C,0016C001F1DE40D9,-94,-8.2,1355,SF8BW125,false,1,923.4,,814B40500807000000B97300005429E21700002E0060004400000000004700E500A200F00300002A006F004F00030403000000007404905C60091B0002DD0D7504905CC6
2025-08-19 10:06:41,WISE-4610-S617,Unconfirmed_Down,FF5BDF2B,0016C001F1DE40D9,,,23118,SF10BW125,true,0,922.8,,
2025-08-19 10:06:40,WISE-4610-S617,Confirmed_Up,FF5BDF2B,0016C001F1DE40D9,-88,-5.5,38035,SF10BW125,false,1,922.8,,019368C8
2025-08-19 10:06:34,WISE-4610-S617,Unconfirmed_Down,FF5BDF2B,0016C001F1DE40D9,,,23117,SF10BW125,true,0,922.8,,
2025-08-19 10:06:33,WISE-4610-S617,Confirmed_Up,FF5BDF2B,0016C001F1DE40D9,-87,-6.5,38034,SF10BW125,false,1,922.8,,019200600716023A2668A4
2025-08-19 10:06:32,WISE-4610-S617,Unconfirmed_Down,FF5BDF2B,0016C001F1DE40D9,,,23116,SF10BW125,true,0,922,,
2025-08-19 10:06:31,WISE-4610-S617,Confirmed_Up,FF5BDF2B,0016C001F1DE40D9,-83,-15,38033,SF10BW125,false,1,922,,0191011100008304021100
2025-08-19 10:05:26,VIS_CDA6,Unconfirmed_Down,FFA9010C,0016C001F1DE40D9,,,384,SF8BW125,true,0,922,,
2025-08-19 10:05:25,VIS_CDA6,Confirmed_Up,FFA9010C,0016C001F1DE40D9,-82,-12.2,1354,SF8BW125,false,1,922,,814A40500807000000BF7200005429E21700002D0065004800000000004900EA00A600CF0300002A006F004F002B0403000000004803905C60091B0002DD0D4903905CD3
2025-08-19 10:04:32,WISE-2410-VibTest,Unconfirmed_Down,FFB1FA66,0016C001F1DE40D9,,,4075,SF7BW125,true,0,922.8,,
2025-08-19 10:04:31,WISE-2410-VibTest,Confirmed_Up,FFB1FA66,0016C001F1DE40D9,-89,-6.5,18242,SF7BW125,false,1,922.8,,81423A500807000000427200005423E20700002A005000390000002900C8008E00000018008B0063000300000000DFDBA36860091B0002DA0DE0DBA3689B
2025-08-19 10:02:31,WISE-2410-VibTest,Unconfirmed_Down,FFB1FA66,0016C001F1DE40D9,,,4074,SF7BW125,true,0,922.8,,
2025-08-19 10:02:30,WISE-2410-VibTest,Confirmed_Up,FFB1FA66,0016C001F1DE40D9,-97,3.5,18240,SF7BW125,false,1,922.8,,81403A500807000000867100005423E20700002C0052003A0000002B00D6009800000018008B006300030000000067DBA36860091B0002DA0D68DBA36851
2025-08-19 10:01:16,WISE-4610-S617,Unconfirmed_Down,FF5BDF2B,0016C001F1DE40D9,,,23115,SF10BW125,true,0,922.6,,
2025-08-19 10:01:15,WISE-4610-S617,Unconfirmed_Down,FF5BDF2B,0016C001F1DE40D9,,,23114,SF10BW125,true,0,922.8,,
2025-08-19 10:01:15,WISE-4610-S617,Confirmed_Up,FF5BDF2B,0016C001F1DE40D9,-89,-8,38031,SF10BW125,false,1,922.6,,018FF166A4684B
2025-08-19 10:01:14,WISE-4610-S617,Confirmed_Up,FF5BDF2B,0016C001F1DE40D9,-86,-9.5,38030,SF10BW125,false,1,922.8,,018E02110000600716023A
2025-08-19 10:01:13,WISE-4610-S617,Unconfirmed_Down,FF5BDF2B,0016C001F1DE40D9,,,23113,SF10BW125,true,0,922,,
2025-08-19 10:01:12,WISE-4610-S617,Confirmed_Up,FF5BDF2B,0016C001F1DE40D9,-89,-4.5,38029,SF10BW125,false,1,922,069305,018D011100008304
2025-08-19 10:01:11,WISE-4610-S617,Unconfirmed_Down,FF5BDF2B,0016C001F1DE40D9,,,23112,SF10BW125,true,0,922.8,06,
2025-08-19 10:01:10,WISE-4610-S617,Confirmed_Up,FF5BDF2B,0016C001F1DE40D9,-93,2,38028,SF10BW125,false,1,922.8,,818C1B8304001100008304
2025-08-19 10:00:26,VIS_CDA6,Unconfirmed_Down,FFA9010C,0016C001F1DE40D9,,,383,SF8BW125,true,0,923,,
2025-08-19 10:00:26,WISE-2410-VibTest,Unconfirmed_Down,FFB1FA66,0016C001F1DE40D9,,,4073,SF7BW125,true,0,922,,
2025-08-19 10:00:25,VIS_CDA6,Confirmed_Up,FFA9010C,0016C001F1DE40D9,-88,7,1353,SF8BW125,false,1,923,,814940500807000000037200005429E2170000380073005200000000004B00F100AB00D10300002C0073005200E40303000000001C02905C60091B0002DD0D1D02905CF2
2025-08-19 10:00:25,WISE-2410-VibTest,Confirmed_Up,FFB1FA66,0016C001F1DE40D9,-96,-4.8,18238,SF7BW125,false,1,922,,813E3A5008070000008C7000005423E20700002D0053003B0000002E00D6009800000019008D0064000300000000EFDAA36860091B0002DA0DEFDAA36862
2025-08-19 09:59:32,WISE-2410-VibTest,Unconfirmed_Down,FFB1FA66,0016C001F1DE40D9,,,4072,SF7BW125,true,0,923.4,,
2025-08-19 09:59:31,WISE-2410-VibTest,Confirmed_Up,FFB1FA66,0016C001F1DE40D9,-92,-0.5,18237,SF7BW125,false,1,923.4,,813D3A5008070000000F7000005423E2070000320052003A0000002E00CE00920000001A008E0065000300000000B3DAA36860091B0002DA0DB4DAA368FE
2025-08-19 09:56:05,WISE-4610-S617,Unconfirmed_Down,FF5BDF2B,0016C001F1DE40D9,,,23111,SF10BW125,true,0,922.8,,
2025-08-19 09:56:04,WISE-4610-S617,Unconfirmed_Down,FF5BDF2B,0016C001F1DE40D9,,,23110,SF10BW125,true,0,922.8,,
2025-08-19 09:56:04,WISE-4610-S617,Confirmed_Up,FF5BDF2B,0016C001F1DE40D9,-98,3.8,38026,SF10BW125,false,1,922.8,,018A00600716023ABC65A4
2025-08-19 09:56:03,WISE-4610-S617,Confirmed_Up,FF5BDF2B,0016C001F1DE40D9,-91,-1.5,38025,SF10BW125,false,1,922.8,,0189011100008304021100
2025-08-19 09:56:02,WISE-4610-S617,Unconfirmed_Down,FF5BDF2B,0016C001F1DE40D9,,,23109,SF10BW125,true,0,922,,
2025-08-19 09:56:01,WISE-4610-S617,Confirmed_Up,FF5BDF2B,0016C001F1DE40D9,-87,-9,38024,SF10BW125,false,1,922,,81881B8304001100008304
2025-08-19 09:54:26,WISE-2410-VibTest,Unconfirmed_Down,FFB1FA66,0016C001F1DE40D9,,,4071,SF7BW125,true,0,922.8,,
2025-08-19 09:54:25,WISE-2410-VibTest,Confirmed_Up,FFB1FA66,0016C001F1DE40D9,-93,-2.2,18232,SF7BW125,false,1,922.8,,81383A5008070000001B6E00005423E207000030004D00370000002D00C8008E0000001A009A006D00030000000087D9A36860091B0002DA0D87D9A36834
2025-08-19 09:52:32,WISE-2410-VibTest,Unconfirmed_Down,FFB1FA66,0016C001F1DE40D9,,,4070,SF7BW125,true,0,922.8,,
2025-08-19 09:52:31,WISE-2410-VibTest,Confirmed_Up,FFB1FA66,0016C001F1DE40D9,-86,-2.8,18230,SF7BW125,false,1,922.8,,81363A500807000000216D00005423E20700002E0052003A0000002B00D800990000001B0098006C0003000000000FD9A36860091B0002DA0D10D9A368E8
2025-08-19 09:51:13,WISE-4610-S617,Unconfirmed_Down,FF5BDF2B,0016C001F1DE40D9,,,23108,SF10BW125,true,0,922.6,,
2025-08-19 09:51:12,WISE-4610-S617,Confirmed_Up,FF5BDF2B,0016C001F1DE40D9,-87,-9,38023,SF10BW125,false,1,922.6,,018768DB
2025-08-19 09:51:07,WISE-4610-S617,Unconfirmed_Down,FF5BDF2B,0016C001F1DE40D9,,,23107,SF10BW125,true,0,923.4,,
2025-08-19 09:51:06,WISE-4610-S617,Confirmed_Up,FF5BDF2B,0016C001F1DE40D9,-91,-2,38022,SF10BW125,false,1,923.4,,018600600716023A8764A4